country,year,co2_emissions,greenhouse_gas_emissions,cereal_yield,population_growth,GDP,fresh_water,urban_population,nitrous_oxide,agricultural_land,rural_population
Cayman Islands,2018,,,,,,,,,,
Cayman Islands,2017,,,,,,,,,,
Cayman Islands,2016,,,,,,,,,,
Cayman Islands,2015,,,,,,,,,,
Cayman Islands,2014,,,,,,,,,,
Cayman Islands,2013,,,,,,,,,,
Cayman Islands,2012,,,,,,,,,,
Cayman Islands,2011,,,,,,,,,,
Cayman Islands,2010,,,,,,,,,,
Cayman Islands,2009,,,,,,,,,,
Cayman Islands,2008,,,,,,,,,,
Cayman Islands,2007,,,,,,,,,,
Cayman Islands,2006,,,,,,,,,,
Cayman Islands,2005,,,,,,,,,,
Cayman Islands,2004,,,,,,,,,,
Cayman Islands,2003,,,,,,,,,,
Cayman Islands,2002,,,,,,,,,,
Cayman Islands,2001,,,,,,,,,,
Cayman Islands,2000,,,,,,,,,,
Cayman Islands,1999,,,,,,,,,,
Cayman Islands,1998,,,,,,,,,,
Cayman Islands,1997,,,,,,,,,,
Cayman Islands,1996,,,,,,,,,,
Cayman Islands,1995,,,,,,,,,,
Cayman Islands,1994,,,,,,,,,,
Cayman Islands,1993,,,,,,,,,,
Cayman Islands,1992,,,,,,,,,,
Cayman Islands,1991,,,,,,,,,,
Cayman Islands,1990,,,,,,,,,,
Greenland,2020,,,,,,,,,,
Greenland,2019,,,,,,,,,,
Greenland,2018,,,,,,,,,,
Greenland,2017,,,,,,,,,,
Greenland,2016,,,,,,,,,,
Greenland,2015,,,,,,,,,,
Greenland,2014,,,,,,,,,,
Greenland,2013,,,,,,,,,,
Greenland,2012,,,,,,,,,,
Greenland,2011,,,,,,,,,,
Greenland,2010,,,,,,,,,,
Greenland,2009,,,,,,,,,,
Greenland,2008,,,,,,,,,,
Greenland,2007,,,,,,,,,,
Greenland,2006,,,,,,,,,,
Greenland,2005,,,,,,,,,,
Greenland,2004,,,,,,,,,,
Greenland,2003,,,,,,,,,,
Greenland,2002,,,,,,,,,,
Greenland,2001,,,,,,,,,,
Greenland,2000,,,,,,,,,,
Greenland,1999,,,,,,,,,,
Greenland,1998,,,,,,,,,,
Greenland,1997,,,,,,,,,,
Greenland,1996,,,,,,,,,,
Greenland,1995,,,,,,,,,,
Greenland,1994,,,,,,,,,,
Greenland,1993,,,,,,,,,,
Greenland,1992,,,,,,,,,,
Greenland,1991,,,,,,,,,,
Greenland,1990,,,,,,,,,,
Kenya,2020,,,,,,19.4782608695652,,,,
Kenya,2019,,,,,,19.4782608695652,,,,
Kenya,2018,,,,,,19.4782608695652,,,,
Kenya,2017,,,,,,19.4782608695652,,,,
Kenya,2016,,,,,,19.4782608695652,,,,
Kenya,2015,,,,,,15.5555555555556,,,,
Kenya,2014,,,,,,15.5536231884058,,,,
Kenya,2013,,,,,,15.551690821256,,,,
Kenya,2012,,,,,,15.5497584541063,,,,
Kenya,2011,,,,,,15.5478260869565,,,,
Kenya,2010,,,,,,15.5458937198068,,,,
Kenya,2009,,,,,,14.9261559695652,,,,
Kenya,2008,,,,,,14.3064182193237,,,,
Kenya,2007,,,,,,13.6866804690821,,,,
Kenya,2006,,,,,,13.0669427193237,,,,
Kenya,2005,,,,,,12.4472049690821,,,,
Kenya,2004,,,,,,11.8274672188406,,,,
Kenya,2003,,,,,,11.207729468599,,,,
Kenya,2002,,,,,,9.9837730705314,,,,
Kenya,2001,,,,,,8.75981667294686,,,,
Kenya,2000,,,,,,7.53586027487923,,,,
Kenya,1999,,,,,,7.77212931980676,,,,
Kenya,1998,,,,,,8.0083983647343,,,,
Kenya,1997,,,,,,8.24466740966184,,,,
Kenya,1996,,,,,,8.48093645507246,,,,
Kenya,1995,,,,,,8.7172055,,,,
Kenya,1994,,,,,,8.95347454492754,,,,
Kenya,1993,,,,,,9.18974358985507,,,,
Kenya,1992,,,,,,9.42601263478261,,,,
Kenya,1991,,,,,,9.66228167971015,,,,
Kenya,1990,,,,,,9.89855072463768,,,,
"Korea, Rep.",2020,,,,,,45.0223592906708,,,,
"Korea, Rep.",2019,,,,,,45.0223592906708,,,,
"Korea, Rep.",2018,,,,,,45.0223592906708,,,,
"Korea, Rep.",2017,,,,,,45.0223592906708,,,,
"Korea, Rep.",2016,,,,,,45.0223592906708,,,,
"Korea, Rep.",2015,,,,,,45.0223592906708,,,,
"Korea, Rep.",2014,,,,,,45.0223592906708,,,,
"Korea, Rep.",2013,,,,,,45.0223592906708,,,,
"Korea, Rep.",2012,,,,,,45.0223592906708,,,,
"Korea, Rep.",2011,,,,,,45.0223592906708,,,,
"Korea, Rep.",2010,,,,,,45.0223592906708,,,,
"Korea, Rep.",2009,,,,,,45.0223592906708,,,,
"Korea, Rep.",2008,,,,,,45.0223592906708,,,,
"Korea, Rep.",2007,,,,,,45.0223592906708,,,,
"Korea, Rep.",2006,,,,,,45.0223592906708,,,,
"Korea, Rep.",2005,,,,,,45.0223592906708,,,,
"Korea, Rep.",2004,,,,,,45.0074530968389,,,,
"Korea, Rep.",2003,,,,,,44.9925469031611,,,,
"Korea, Rep.",2002,,,,,,44.9776407093292,,,,
"Korea, Rep.",2001,,,,,,43.8279105628373,,,,
"Korea, Rep.",2000,,,,,,42.6781804163454,,,,
"Korea, Rep.",1999,,,,,,41.5284502698535,,,,
"Korea, Rep.",1998,,,,,,40.3787201233616,,,,
"Korea, Rep.",1997,,,,,,39.2289899768697,,,,
"Korea, Rep.",1996,,,,,,38.1561846018504,,,,
"Korea, Rep.",1995,,,,,,37.0833792268311,,,,
"Korea, Rep.",1994,,,,,,36.0105738518119,,,,
"Korea, Rep.",1993,,,,,,34.9377684766384,,,,
"Korea, Rep.",1992,,,,,,33.8649631016191,,,,
"Korea, Rep.",1991,,,,,,32.7921577265998,,,,
"Korea, Rep.",1990,,,,,,31.7193523515806,,,,
Malta,2020,,,,,,81.8599396039604,,,,
Malta,2019,,,,,,80.999060990099,,,,
Malta,2018,,,,,,84.623002970297,,,,
Malta,2017,,,,,,91.0891089108911,,,,
Malta,2016,,,,,,82.970297029703,,,,
Malta,2015,,,,,,82.7722772277228,,,,
Malta,2014,,,,,,89.1089108910891,,,,
Malta,2013,,,,,,91.2871287128713,,,,
Malta,2012,,,,,,79.4059405940594,,,,
Malta,2011,,,,,,75.4455445544555,,,,
Malta,2010,,,,,,80.990099009901,,,,
Malta,2009,,,,,,62.7722772277228,,,,
Malta,2008,,,,,,70.8910891089109,,,,
Malta,2007,,,,,,72.8712871287129,,,,
Malta,2006,,,,,,71.7623762376238,,,,
Malta,2005,,,,,,70.6534653465347,,,,
Malta,2004,,,,,,68.5148514851485,,,,
Malta,2003,,,,,,68.4356435643564,,,,
Malta,2002,,,,,,67.3267326732673,,,,
Malta,2001,,,,,,64.2998586138614,,,,
Malta,2000,,,,,,61.2729843564356,,,,
Malta,1999,,,,,,58.2461102970297,,,,
Malta,1998,,,,,,55.2192362376238,,,,
Malta,1997,,,,,,52.1923621782178,,,,
Malta,1996,,,,,,49.1654879207921,,,,
Malta,1995,,,,,,46.1386138613861,,,,
Malta,1994,,,,,,46.8514851485148,,,,
Malta,1993,,,,,,47.5643564356436,,,,
Malta,1992,,,,,,48.2772277227723,,,,
Malta,1991,,,,,,48.990099009901,,,,
Malta,1990,,,,,,49.7029702970297,,,,
Nigeria,2020,,,,,,5.64343891402715,,,,
Nigeria,2019,,,,,,5.64343891402715,,,,
Nigeria,2018,,,,,,5.64343891402715,,,,
Nigeria,2017,,,,,,5.64343891402715,,,,
Nigeria,2016,,,,,,5.64343891402715,,,,
Nigeria,2015,,,,,,5.64343891402715,,,,
Nigeria,2014,,,,,,5.64343891402715,,,,
Nigeria,2013,,,,,,5.64343891402715,,,,
Nigeria,2012,,,,,,5.64343891402715,,,,
Nigeria,2011,,,,,,5.64343891402715,,,,
Nigeria,2010,,,,,,5.64343891402715,,,,
Nigeria,2009,,,,,,5.56190045248869,,,,
Nigeria,2008,,,,,,5.48036199095023,,,,
Nigeria,2007,,,,,,5.39882352941177,,,,
Nigeria,2006,,,,,,5.3172850678733,,,,
Nigeria,2005,,,,,,5.23574660633484,,,,
Nigeria,2004,,,,,,5.12099547511312,,,,
Nigeria,2003,,,,,,5.0062443438914,,,,
Nigeria,2002,,,,,,4.89149321266968,,,,
Nigeria,2001,,,,,,4.77674208144796,,,,
Nigeria,2000,,,,,,4.66199095022624,,,,
Nigeria,1999,,,,,,4.49794639751131,,,,
Nigeria,1998,,,,,,4.33369300384615,,,,
Nigeria,1997,,,,,,4.1698572920362,,,,
Nigeria,1996,,,,,,4.00539505742081,,,,
Nigeria,1995,,,,,,3.84124608425339,,,,
Nigeria,1994,,,,,,3.67709711104072,,,,
Nigeria,1993,,,,,,3.51294813782805,,,,
Nigeria,1992,,,,,,3.34879916461538,,,,
Nigeria,1991,,,,,,3.18465019144796,,,,
Nigeria,1990,,,,,,3.02050121823529,,,,
Saudi Arabia,2020,,,,,,974.166666666667,,,,
Saudi Arabia,2019,,,,,,974.166666666667,,,,
Saudi Arabia,2018,,,,,,974.166666666667,,,,
Saudi Arabia,2017,,,,,,955.958333333333,,,,
Saudi Arabia,2016,,,,,,929.583333333333,,,,
Saudi Arabia,2015,,,,,,948.875,,,,
Saudi Arabia,2014,,,,,,894.708333333333,,,,
Saudi Arabia,2013,,,,,,894.239583333333,,,,
Saudi Arabia,2012,,,,,,900.104166666667,,,,
Saudi Arabia,2011,,,,,,907.309027779167,,,,
Saudi Arabia,2010,,,,,,914.5138888875,,,,
Saudi Arabia,2009,,,,,,921.71875,,,,
Saudi Arabia,2008,,,,,,928.9236111125,,,,
Saudi Arabia,2007,,,,,,936.128472220833,,,,
Saudi Arabia,2006,,,,,,943.333333333333,,,,
Saudi Arabia,2005,,,,,,894.8203125,,,,
Saudi Arabia,2004,,,,,,870.135416666667,,,,
Saudi Arabia,2003,,,,,,858.166145833333,,,,
Saudi Arabia,2002,,,,,,847.780208333333,,,,
Saudi Arabia,2001,,,,,,832.644270833334,,,,
Saudi Arabia,2000,,,,,,819.758333333333,,,,
Saudi Arabia,1999,,,,,,801.569791666667,,,,
Saudi Arabia,1998,,,,,,783.88125,,,,
Saudi Arabia,1997,,,,,,765.359375,,,,
Saudi Arabia,1996,,,,,,746.2125,,,,
Saudi Arabia,1995,,,,,,728.023958333333,,,,
Saudi Arabia,1994,,,,,,708.54375,,,,
Saudi Arabia,1993,,,,,,690.396875,,,,
Saudi Arabia,1992,,,,,,671.666666666667,,,,
Saudi Arabia,1991,,,,,,,,,,
Saudi Arabia,1990,,,,,,,,,,
El Salvador,2020,,,,,,2.489443378119,,,,
El Salvador,2019,,,,,,2.489443378119,,,,
El Salvador,2018,,,,,,2.46833013435701,,,,
El Salvador,2017,,,,,,2.48688419705694,,,,
El Salvador,2016,,,,,,2.40626999360205,,,,
El Salvador,2015,,,,,,2.41650671785029,,,,
El Salvador,2014,,,,,,2.36973768394114,,,,
El Salvador,2013,,,,,,3.61208502175304,,,,
El Salvador,2012,,,,,,4.85443235956494,,,,
El Salvador,2011,,,,,,6.09677969737684,,,,
El Salvador,2010,,,,,,7.33912703518874,,,,
El Salvador,2009,,,,,,8.58147437236084,,,,
El Salvador,2008,,,,,,9.82382171017274,,,,
El Salvador,2007,,,,,,11.0661690479846,,,,
El Salvador,2006,,,,,,12.3085163857965,,,,
El Salvador,2005,,,,,,13.5508637236084,,,,
El Salvador,2004,,,,,,12.6006397952655,,,,
El Salvador,2003,,,,,,11.6514395393474,,,,
El Salvador,2002,,,,,,10.7017274472169,,,,
El Salvador,2001,,,,,,9.75201535508637,,,,
El Salvador,2000,,,,,,8.80230326295585,,,,
El Salvador,1999,,,,,,8.28494881637876,,,,
El Salvador,1998,,,,,,7.76759436980166,,,,
El Salvador,1997,,,,,,7.25023992322457,,,,
El Salvador,1996,,,,,,6.73288547664747,,,,
El Salvador,1995,,,,,,6.21553103007038,,,,
El Salvador,1994,,,,,,5.69817658349328,,,,
El Salvador,1993,,,,,,5.18082213691619,,,,
El Salvador,1992,,,,,,4.66346769033909,,,,
El Salvador,1991,,,,,,,,,,
El Salvador,1990,,,,,,,,,,
San Marino,2020,,,,,,,,,,
San Marino,2019,,,,,,,,,,
San Marino,2018,,,,,,,,,,
San Marino,2017,,,,,,,,,,
San Marino,2016,,,,,,,,,,
San Marino,2015,,,,,,,,,,
San Marino,2014,,,,,,,,,,
San Marino,2013,,,,,,,,,,
San Marino,2012,,,,,,,,,,
San Marino,2011,,,,,,,,,,
San Marino,2010,,,,,,,,,,
San Marino,2009,,,,,,,,,,
San Marino,2008,,,,,,,,,,
San Marino,2007,,,,,,,,,,
San Marino,2006,,,,,,,,,,
San Marino,2005,,,,,,,,,,
San Marino,2004,,,,,,,,,,
San Marino,2003,,,,,,,,,,
San Marino,2002,,,,,,,,,,
San Marino,2001,,,,,,,,,,
San Marino,2000,,,,,,,,,,
San Marino,1999,,,,,,,,,,
San Marino,1998,,,,,,,,,,
San Marino,1997,,,,,,,,,,
San Marino,1996,,,,,,,,,,
San Marino,1995,,,,,,,,,,
San Marino,1994,,,,,,,,,,
San Marino,1993,,,,,,,,,,
San Marino,1992,,,,,,,,,,
San Marino,1991,,,,,,,,,,
San Marino,1990,,,,,,,,,,
Eswatini,2020,,,,,,40.4545454545455,,,,
Eswatini,2019,,,,,,40.4545454545455,,,,
Eswatini,2018,,,,,,40.4545454545455,,,,
Eswatini,2017,,,,,,40.4545454545455,,,,
Eswatini,2016,,,,,,40.4545454545455,,,,
Eswatini,2015,,,,,,40.4545454545455,,,,
Eswatini,2014,,,,,,40.4545454545455,,,,
Eswatini,2013,,,,,,40.4545454545455,,,,
Eswatini,2012,,,,,,40.4545454545455,,,,
Eswatini,2011,,,,,,40.4545454545455,,,,
Eswatini,2010,,,,,,40.4545454545455,,,,
Eswatini,2009,,,,,,40.4545454545455,,,,
Eswatini,2008,,,,,,40.4545454545455,,,,
Eswatini,2007,,,,,,40.4545454545455,,,,
Eswatini,2006,,,,,,40.4545454545455,,,,
Eswatini,2005,,,,,,40.4545454545455,,,,
Eswatini,2004,,,,,,40.2575757575758,,,,
Eswatini,2003,,,,,,40.0606060606061,,,,
Eswatini,2002,,,,,,39.8636363636364,,,,
Eswatini,2001,,,,,,39.6666666666667,,,,
Eswatini,2000,,,,,,39.469696969697,,,,
Eswatini,1999,,,,,,38.7405303030303,,,,
Eswatini,1998,,,,,,38.0113636363636,,,,
Eswatini,1997,,,,,,37.282196969697,,,,
Eswatini,1996,,,,,,36.5530303030303,,,,
Eswatini,1995,,,,,,35.8238636363636,,,,
Eswatini,1994,,,,,,35.094696969697,,,,
Eswatini,1993,,,,,,34.3655303030303,,,,
Eswatini,1992,,,,,,33.6363636363636,,,,
Eswatini,1991,,,,,,32.907196969697,,,,
Eswatini,1990,,,,,,32.1780303030303,,,,
Brunei Darussalam,2020,,,,,,,78.25,,,
Brunei Darussalam,2019,,,,,,,77.942,,,
Brunei Darussalam,2018,,,,,,,77.629,,,
Brunei Darussalam,2017,,,,,,,77.312,,,
Brunei Darussalam,2016,,,,,,,76.99,,,
Brunei Darussalam,2015,,,,,,,76.663,,,
Brunei Darussalam,2014,,,,,,,76.332,,,
Brunei Darussalam,2013,,,,,,,75.997,,,
Brunei Darussalam,2012,,,,,,,75.656,,,
Brunei Darussalam,2011,,,,,,,75.31,,,
Brunei Darussalam,2010,,,,,,,74.961,,,
Brunei Darussalam,2009,,,,,,,74.608,,,
Brunei Darussalam,2008,,,,,,,74.252,,,
Brunei Darussalam,2007,,,,,,,73.892,,,
Brunei Darussalam,2006,,,,,,,73.529,,,
Brunei Darussalam,2005,,,,,,,73.163,,,
Brunei Darussalam,2004,,,,,,,72.794,,,
Brunei Darussalam,2003,,,,,,,72.421,,,
Brunei Darussalam,2002,,,,,,,72.046,,,
Brunei Darussalam,2001,,,,,,,71.652,,,
Brunei Darussalam,2000,,,,,,,71.164,,,
Brunei Darussalam,1999,,,,,,,70.669,,,
Brunei Darussalam,1998,,,,,,,70.17,,,
Brunei Darussalam,1997,,,,,,,69.666,,,
Brunei Darussalam,1996,,,,,,,69.158,,,
Brunei Darussalam,1995,,,,,,,68.644,,,
Brunei Darussalam,1994,,,,,,,68.126,,,
Brunei Darussalam,1993,,,,,,,67.604,,,
Brunei Darussalam,1992,,,,,,,67.078,,,
Brunei Darussalam,1991,,,,,,,66.585,,,
Brunei Darussalam,1990,,,,,,,66.438,,,
China,2020,,,,,,,61.428,,,
China,2019,,,,,,,60.308,,,
China,2018,,,,,,,59.152,,,
China,2017,,,,,,,57.96,,,
China,2016,,,,,,,56.736,,,
China,2015,,,,,,,55.5,,,
China,2014,,,,,,,54.259,,,
China,2013,,,,,,,53.013,,,
China,2012,,,,,,,51.765,,,
China,2011,,,,,,,50.511,,,
China,2010,,,,,,,49.226,,,
China,2009,,,,,,,47.88,,,
China,2008,,,,,,,46.539,,,
China,2007,,,,,,,45.199,,,
China,2006,,,,,,,43.868,,,
China,2005,,,,,,,42.522,,,
China,2004,,,,,,,41.144,,,
China,2003,,,,,,,39.776,,,
China,2002,,,,,,,38.425,,,
China,2001,,,,,,,37.093,,,
China,2000,,,,,,,35.877,,,
China,1999,,,,,,,34.865,,,
China,1998,,,,,,,33.867,,,
China,1997,,,,,,,32.883,,,
China,1996,,,,,,,31.916,,,
China,1995,,,,,,,30.961,,,
China,1994,,,,,,,30.024,,,
China,1993,,,,,,,29.103,,,
China,1992,,,,,,,28.2,,,
China,1991,,,,,,,27.312,,,
China,1990,,,,,,,26.442,,,
Cayman Islands,2020,,,,,,,100.0,,,
Cayman Islands,2019,,,,,,,100.0,,,
Cayman Islands,2018,,,,,,,100.0,,,
Cayman Islands,2017,,,,,,,100.0,,,
Cayman Islands,2016,,,,,,,100.0,,,
Cayman Islands,2015,,,,,,,100.0,,,
Cayman Islands,2014,,,,,,,100.0,,,
Cayman Islands,2013,,,,,,,100.0,,,
Cayman Islands,2012,,,,,,,100.0,,,
Cayman Islands,2011,,,,,,,100.0,,,
Cayman Islands,2010,,,,,,,100.0,,,
Cayman Islands,2009,,,,,,,100.0,,,
Cayman Islands,2008,,,,,,,100.0,,,
Cayman Islands,2007,,,,,,,100.0,,,
Cayman Islands,2006,,,,,,,100.0,,,
Cayman Islands,2005,,,,,,,100.0,,,
Cayman Islands,2004,,,,,,,100.0,,,
Cayman Islands,2003,,,,,,,100.0,,,
Cayman Islands,2002,,,,,,,100.0,,,
Cayman Islands,2001,,,,,,,100.0,,,
Cayman Islands,2000,,,,,,,100.0,,,
Cayman Islands,1999,,,,,,,100.0,,,
Cayman Islands,1998,,,,,,,100.0,,,
Cayman Islands,1997,,,,,,,100.0,,,
Cayman Islands,1996,,,,,,,100.0,,,
Cayman Islands,1995,,,,,,,100.0,,,
Cayman Islands,1994,,,,,,,100.0,,,
Cayman Islands,1993,,,,,,,100.0,,,
Cayman Islands,1992,,,,,,,100.0,,,
Cayman Islands,1991,,,,,,,100.0,,,
Cayman Islands,1990,,,,,,,100.0,,,
Greenland,2020,,,,,,,87.282,,,
Greenland,2019,,,,,,,87.052,,,
Greenland,2018,,,,,,,86.816,,,
Greenland,2017,,,,,,,86.574,,,
Greenland,2016,,,,,,,86.326,,,
Greenland,2015,,,,,,,86.071,,,
Greenland,2014,,,,,,,85.813,,,
Greenland,2013,,,,,,,85.551,,,
Greenland,2012,,,,,,,85.2,,,
Greenland,2011,,,,,,,84.755,,,
Greenland,2010,,,,,,,84.383,,,
Greenland,2009,,,,,,,84.087,,,
Greenland,2008,,,,,,,83.787,,,
Greenland,2007,,,,,,,83.482,,,
Greenland,2006,,,,,,,83.172,,,
Greenland,2005,,,,,,,82.858,,,
Greenland,2004,,,,,,,82.58,,,
Greenland,2003,,,,,,,82.338,,,
Greenland,2002,,,,,,,82.095,,,
Greenland,2001,,,,,,,81.849,,,
Greenland,2000,,,,,,,81.6,,,
Greenland,1999,,,,,,,81.476,,,
Greenland,1998,,,,,,,81.351,,,
Greenland,1997,,,,,,,81.226,,,
Greenland,1996,,,,,,,81.1,,,
Greenland,1995,,,,,,,80.902,,,
Greenland,1994,,,,,,,80.703,,,
Greenland,1993,,,,,,,80.503,,,
Greenland,1992,,,,,,,80.301,,,
Greenland,1991,,,,,,,80.033,,,
Greenland,1990,,,,,,,79.698,,,
Kenya,2020,,,,,,,27.995,,,
Kenya,2019,,,,,,,27.507,,,
Kenya,2018,,,,,,,27.03,,,
Kenya,2017,,,,,,,26.562,,,
Kenya,2016,,,,,,,26.105,,,
Kenya,2015,,,,,,,25.658,,,
Kenya,2014,,,,,,,25.221,,,
Kenya,2013,,,,,,,24.794,,,
Kenya,2012,,,,,,,24.376,,,
Kenya,2011,,,,,,,23.969,,,
Kenya,2010,,,,,,,23.571,,,
Kenya,2009,,,,,,,23.183,,,
Kenya,2008,,,,,,,22.8,,,
Kenya,2007,,,,,,,22.42,,,
Kenya,2006,,,,,,,22.045,,,
Kenya,2005,,,,,,,21.675,,,
Kenya,2004,,,,,,,21.31,,,
Kenya,2003,,,,,,,20.948,,,
Kenya,2002,,,,,,,20.591,,,
Kenya,2001,,,,,,,20.239,,,
Kenya,2000,,,,,,,19.892,,,
Kenya,1999,,,,,,,19.55,,,
Kenya,1998,,,,,,,19.222,,,
Kenya,1997,,,,,,,18.898,,,
Kenya,1996,,,,,,,18.579,,,
Kenya,1995,,,,,,,18.263,,,
Kenya,1994,,,,,,,17.952,,,
Kenya,1993,,,,,,,17.645,,,
Kenya,1992,,,,,,,17.342,,,
Kenya,1991,,,,,,,17.043,,,
Kenya,1990,,,,,,,16.748,,,
"Korea, Rep.",2020,,,,,,,81.414,,,
"Korea, Rep.",2019,,,,,,,81.43,,,
"Korea, Rep.",2018,,,,,,,81.459,,,
"Korea, Rep.",2017,,,,,,,81.503,,,
"Korea, Rep.",2016,,,,,,,81.562,,,
"Korea, Rep.",2015,,,,,,,81.634,,,
"Korea, Rep.",2014,,,,,,,81.707,,,
"Korea, Rep.",2013,,,,,,,81.779,,,
"Korea, Rep.",2012,,,,,,,81.851,,,
"Korea, Rep.",2011,,,,,,,81.923,,,
"Korea, Rep.",2010,,,,,,,81.936,,,
"Korea, Rep.",2009,,,,,,,81.835,,,
"Korea, Rep.",2008,,,,,,,81.733,,,
"Korea, Rep.",2007,,,,,,,81.631,,,
"Korea, Rep.",2006,,,,,,,81.528,,,
"Korea, Rep.",2005,,,,,,,81.345,,,
"Korea, Rep.",2004,,,,,,,81.002,,,
"Korea, Rep.",2003,,,,,,,80.652,,,
"Korea, Rep.",2002,,,,,,,80.299,,,
"Korea, Rep.",2001,,,,,,,79.94,,,
"Korea, Rep.",2000,,,,,,,79.621,,,
"Korea, Rep.",1999,,,,,,,79.384,,,
"Korea, Rep.",1998,,,,,,,79.145,,,
"Korea, Rep.",1997,,,,,,,78.905,,,
"Korea, Rep.",1996,,,,,,,78.662,,,
"Korea, Rep.",1995,,,,,,,78.239,,,
"Korea, Rep.",1994,,,,,,,77.452,,,
"Korea, Rep.",1993,,,,,,,76.645,,,
"Korea, Rep.",1992,,,,,,,75.82,,,
"Korea, Rep.",1991,,,,,,,74.972,,,
"Korea, Rep.",1990,,,,,,,73.844,,,
Malta,2020,,,,,,,94.744,,,
Malta,2019,,,,,,,94.678,,,
Malta,2018,,,,,,,94.612,,,
Malta,2017,,,,,,,94.546,,,
Malta,2016,,,,,,,94.48,,,
Malta,2015,,,,,,,94.414,,,
Malta,2014,,,,,,,94.347,,,
Malta,2013,,,,,,,94.279,,,
Malta,2012,,,,,,,94.211,,,
Malta,2011,,,,,,,94.141,,,
Malta,2010,,,,,,,94.072,,,
Malta,2009,,,,,,,94.001,,,
Malta,2008,,,,,,,93.929,,,
Malta,2007,,,,,,,93.857,,,
Malta,2006,,,,,,,93.784,,,
Malta,2005,,,,,,,93.645,,,
Malta,2004,,,,,,,93.407,,,
Malta,2003,,,,,,,93.16,,,
Malta,2002,,,,,,,92.905,,,
Malta,2001,,,,,,,92.641,,,
Malta,2000,,,,,,,92.368,,,
Malta,1999,,,,,,,92.085,,,
Malta,1998,,,,,,,91.793,,,
Malta,1997,,,,,,,91.492,,,
Malta,1996,,,,,,,91.181,,,
Malta,1995,,,,,,,90.946,,,
Malta,1994,,,,,,,90.835,,,
Malta,1993,,,,,,,90.723,,,
Malta,1992,,,,,,,90.611,,,
Malta,1991,,,,,,,90.497,,,
Malta,1990,,,,,,,90.381,,,
Nigeria,2020,,,,,,,51.958,,,
Nigeria,2019,,,,,,,51.157,,,
Nigeria,2018,,,,,,,50.344,,,
Nigeria,2017,,,,,,,49.519,,,
Nigeria,2016,,,,,,,48.683,,,
Nigeria,2015,,,,,,,47.838,,,
Nigeria,2014,,,,,,,46.982,,,
Nigeria,2013,,,,,,,46.118,,,
Nigeria,2012,,,,,,,45.246,,,
Nigeria,2011,,,,,,,44.366,,,
Nigeria,2010,,,,,,,43.48,,,
Nigeria,2009,,,,,,,42.588,,,
Nigeria,2008,,,,,,,41.702,,,
Nigeria,2007,,,,,,,40.819,,,
Nigeria,2006,,,,,,,39.943,,,
Nigeria,2005,,,,,,,39.074,,,
Nigeria,2004,,,,,,,38.212,,,
Nigeria,2003,,,,,,,37.356,,,
Nigeria,2002,,,,,,,36.508,,,
Nigeria,2001,,,,,,,35.669,,,
Nigeria,2000,,,,,,,34.84,,,
Nigeria,1999,,,,,,,34.304,,,
Nigeria,1998,,,,,,,33.773,,,
Nigeria,1997,,,,,,,33.247,,,
Nigeria,1996,,,,,,,32.725,,,
Nigeria,1995,,,,,,,32.205,,,
Nigeria,1994,,,,,,,31.691,,,
Nigeria,1993,,,,,,,31.182,,,
Nigeria,1992,,,,,,,30.677,,,
Nigeria,1991,,,,,,,30.176,,,
Nigeria,1990,,,,,,,29.68,,,
Saudi Arabia,2020,,,,,,,84.287,,,
Saudi Arabia,2019,,,,,,,84.065,,,
Saudi Arabia,2018,,,,,,,83.844,,,
Saudi Arabia,2017,,,,,,,83.622,,,
Saudi Arabia,2016,,,,,,,83.401,,,
Saudi Arabia,2015,,,,,,,83.18,,,
Saudi Arabia,2014,,,,,,,82.96,,,
Saudi Arabia,2013,,,,,,,82.74,,,
Saudi Arabia,2012,,,,,,,82.52,,,
Saudi Arabia,2011,,,,,,,82.302,,,
Saudi Arabia,2010,,,,,,,82.084,,,
Saudi Arabia,2009,,,,,,,81.867,,,
Saudi Arabia,2008,,,,,,,81.649,,,
Saudi Arabia,2007,,,,,,,81.427,,,
Saudi Arabia,2006,,,,,,,81.204,,,
Saudi Arabia,2005,,,,,,,80.979,,,
Saudi Arabia,2004,,,,,,,80.754,,,
Saudi Arabia,2003,,,,,,,80.53,,,
Saudi Arabia,2002,,,,,,,80.304,,,
Saudi Arabia,2001,,,,,,,80.077,,,
Saudi Arabia,2000,,,,,,,79.848,,,
Saudi Arabia,1999,,,,,,,79.616,,,
Saudi Arabia,1998,,,,,,,79.383,,,
Saudi Arabia,1997,,,,,,,79.147,,,
Saudi Arabia,1996,,,,,,,78.91,,,
Saudi Arabia,1995,,,,,,,78.67,,,
Saudi Arabia,1994,,,,,,,78.429,,,
Saudi Arabia,1993,,,,,,,78.186,,,
Saudi Arabia,1992,,,,,,,77.851,,,
Saudi Arabia,1991,,,,,,,77.223,,,
Saudi Arabia,1990,,,,,,,76.583,,,
El Salvador,2020,,,,,,,73.444,,,
El Salvador,2019,,,,,,,72.746,,,
El Salvador,2018,,,,,,,72.023,,,
El Salvador,2017,,,,,,,71.275,,,
El Salvador,2016,,,,,,,70.501,,,
El Salvador,2015,,,,,,,69.7,,,
El Salvador,2014,,,,,,,68.874,,,
El Salvador,2013,,,,,,,68.036,,,
El Salvador,2012,,,,,,,67.187,,,
El Salvador,2011,,,,,,,66.325,,,
